Cedula;Nombre;Sexo;eCivil;Nacido;Salario;Provincia;Politico
708200269;Noguera Lara, Rocío;M;C;13/01/1984;950000;Puntarenas;Liberación Nacional
105790654;Zamora Tijerino, Samuel;F;C;15/07/1961;2660000;Limón;Unidad Social Cristiana
703510647;Angulo Gaitan, Walter;F;S;19/12/1966;1045000;Puntarenas;Unidad Social Cristiana
401720093;Barboza Ibanez, Zoe;F;S;18/06/1978;285000;Guanacaste;Renovación Costarricense
100750296;Lagos Flores, Hector;M;U;11/04/1974;2185000;Alajuela;Accesibilidad sin Exclusión
304280539;De la O Espinoza, Karen;F;U;22/03/1962;855000;Alajuela;Partido Integración Nacional
709510222;Nuñez Sáenz, Nidia;M;D;04/09/1977;570000;Guanacaste;Republicano Social Cristiano
204850253;Lamas Abarca, Xavier;M;U;10/12/1979;1710000;San José;Republicano Social Cristiano
407100446;Fajardo Ruiz, Mario;F;D;19/01/1985;2185000;Guanacaste;Frente Amplio
109680412;Mendez Fournier, Marianela;F;S;05/06/1973;3040000;Guanacaste;Renovación Costarricense
205480137;Vega Ruiz, Yonan;F;S;14/04/1992;1045000;San José;Renovación Costarricense
701540678;Fournier Trujillo, Zaida;M;S;08/02/1967;3040000;Alajuela;Liberación Nacional
209030209;Jiménez Echandi, Deisi;F;V;20/10/1998;1235000;Guanacaste;Partido Integración Nacional
605650654;Hernández Vega, Yvone;M;V;04/05/1986;1045000;Limón;Accesibilidad sin Exclusión
306500104;Ballesteros Hidalgo, Victor;M;C;01/03/1967;2660000;Guanacaste;Liberación Nacional
402860855;Fajardo Lagos, Bruno;M;V;30/06/1982;2755000;Heredia;Liberación Nacional
404850093;Díaz Redondo, Nidia;M;U;15/12/1998;2945000;San José;Liberación Nacional
303640030;Chavarría Palma, Hilda;M;C;13/05/1960;2185000;Alajuela;Liberación Nacional
106820300;Quiroga Nuñez, Deisi;F;U;17/11/1996;1140000;Guanacaste;Republicano Social Cristiano
309580890;Acevedo Tijerino, Ofelia;M;S;04/08/1961;855000;Limón;Accesibilidad sin Exclusión
702000539;Ulloa Bolaños, Sergio;F;U;01/01/1961;95000;Cartago;Movimiento Libertario
309600723;Alvarado Trujillo, Marianela;F;U;29/07/1994;855000;Heredia;Frente Amplio
206760556;Chavarría Barboza, Yonan;M;D;05/06/1986;3230000;Alajuela;Movimiento Libertario
103830683;Herrera Valencia, Debora;F;C;28/01/1989;1045000;Alajuela;Partido Integración Nacional
406490762;Ojeda Trujillo, Tatiana;F;S;06/09/1984;2280000;Guanacaste;Acción Ciudadana
105430205;Nicolas Sancho, Cindy;M;S;12/06/1976;95000;Puntarenas;Movimiento Libertario
603500139;Paniagua Sancho, Irma;M;C;10/08/1975;190000;Guanacaste;Movimiento Libertario
604550002;Chavarría Roldan, Cindy;F;U;20/05/1972;2945000;Heredia;Partido Integración Nacional
307020520;González Ibarra, René;F;C;13/04/1968;1520000;Puntarenas;Movimiento Libertario
405540679;Noguera Hernández, Mercedes;F;U;12/07/1994;855000;San José;Partido Integración Nacional
107960305;Ojeda Caballero, William;F;C;22/11/1969;1520000;Puntarenas;Renovación Costarricense
102410641;Gamboa Lamas, Yolanda;M;V;10/02/1982;1900000;Cartago;Republicano Social Cristiano
609900438;Sanchez Hurtado, Wendy;F;U;10/06/1997;3135000;Puntarenas;Partido Integración Nacional
503730246;López Fernández, Patricia;F;U;12/08/1992;2280000;San José;Acción Ciudadana
303310465;Campos Quintero, Gerardo;F;D;31/12/1960;1330000;San José;Partido Integración Nacional
303150506;Saborío Vargas, José;M;V;12/11/1978;1235000;Alajuela;Partido Integración Nacional
103450306;Cubero Quintana, Nidia;F;U;03/03/1971;1045000;Alajuela;Renovación Costarricense
406220737;Wright Molina, Luis;M;D;01/12/1991;1045000;Cartago;Partido Integración Nacional
100970891;Díaz Almengor, Rebeca;F;C;13/08/1991;950000;Cartago;Republicano Social Cristiano
606010142;Palacios Gamboa, Zulema;M;D;20/12/1992;2090000;Heredia;Movimiento Libertario
102150715;De la O Durán, José;F;D;24/07/1964;950000;San José;Accesibilidad sin Exclusión
509940144;Quiroga Williams, Jessica;M;C;31/10/1980;1425000;San José;Movimiento Libertario
708120643;Gaitan Labrador, René;F;V;10/07/1972;950000;Alajuela;Frente Amplio
709560943;Gamboa Roldan, Osvaldo;M;C;07/05/1992;2660000;Cartago;Frente Amplio
305370240;Torres Sancho, Sonia;M;C;07/05/1973;1900000;Alajuela;Accesibilidad sin Exclusión
100900115;García Gamboa, Carmen;M;V;23/08/1974;2185000;Guanacaste;Renovación Costarricense
200520884;Williams Campos, Efraín;M;V;19/07/1975;1045000;Limón;Renovación Costarricense
708820846;Sanchez Jácamo, Adriana;M;C;18/01/1989;665000;Cartago;Acción Ciudadana
504130588;Nicolas Quintanilla, Carolina;F;D;28/12/1965;3040000;Heredia;Acción Ciudadana
503410427;Ocampo Urbina, Olga;F;D;20/01/1965;285000;San José;Movimiento Libertario
307490338;Fernández Valencia, Braulio;M;C;26/06/1970;1995000;Guanacaste;Unidad Social Cristiana
206830887;Saborío Rivera, Walter;F;U;27/04/1977;0;Cartago;Renovación Costarricense
600650471;Ramírez Iglesias, Rocío;F;V;20/10/1988;1805000;Limón;Partido Integración Nacional
103990278;Valencia Campos, Gabriela;M;V;03/07/1977;380000;Limón;Frente Amplio
509590401;Quintanilla Gamboa, Tatiana;M;V;09/08/1985;3040000;San José;Partido Integración Nacional
307630229;Esquivel Madrigal, Irma;M;U;11/12/1981;1140000;San José;Unidad Social Cristiana
107980494;Lamas Ulloa, Zoe;F;S;01/08/1977;760000;Alajuela;Liberación Nacional
709900855;Sanchez Zarate, Norman;F;C;24/05/1978;1425000;Limón;Renovación Costarricense
502020202;Ruiz Manzanares, Yonan;F;U;01/09/1975;855000;Puntarenas;Frente Amplio
500540552;Domingues Alvarado, Sergio;F;C;30/12/1980;1520000;Cartago;Republicano Social Cristiano
208450051;Monestel Ibarra, Jorge;M;S;28/11/1968;2660000;San José;Republicano Social Cristiano
409140005;Varela Ballesteros, Uriel;M;C;15/10/1992;1805000;Heredia;Unidad Social Cristiana
602860902;Roldan López, Gabriela;M;U;05/07/1984;2280000;Puntarenas;Renovación Costarricense
508250734;Iglesias Quirós, Kenneth;F;V;01/10/1992;1045000;Puntarenas;Renovación Costarricense
309120890;Roldan Jiménez, Braulio;F;C;15/02/1983;1235000;Cartago;Unidad Social Cristiana
101210472;Redondo Padilla, Sandra;M;U;30/09/1999;1995000;Guanacaste;Acción Ciudadana
305760555;De la O Jiménez, Orlando;F;S;11/08/1988;2565000;Guanacaste;Accesibilidad sin Exclusión
104440080;Quintana Alvarado, Carmen;M;V;02/09/1963;2090000;Puntarenas;Republicano Social Cristiano
205790222;Caballero Ramírez, Zoe;M;S;30/05/1969;2090000;Guanacaste;Acción Ciudadana
203150531;Ojeda Williams, Wilfrido;F;C;19/05/1997;2470000;Puntarenas;Republicano Social Cristiano
600430842;Rivera Elizondo, Beverly;F;S;14/09/1997;1995000;Heredia;Partido Integración Nacional
105610467;Ibanez Barboza, Félix;F;S;30/06/1992;1425000;Limón;Republicano Social Cristiano
409130896;Padilla Quiroga, Marianela;M;V;14/12/1988;1710000;Alajuela;Partido Integración Nacional
305460747;Manzanares Almengor, Verónica;M;U;15/05/1982;1045000;Limón;Movimiento Libertario
606260624;Angulo Lara, Nuria;M;D;19/09/1997;1235000;Cartago;Acción Ciudadana
400000112;Sáenz Palma, Carmen;F;C;30/09/1977;2090000;Puntarenas;Renovación Costarricense
506710171;Williams Lara, Gerardo;F;V;27/03/1999;1425000;San José;Renovación Costarricense
509950080;Zamora Paniagua, Vilma;M;C;14/11/1996;1710000;Cartago;Acción Ciudadana
503470413;Angulo Ugalde, Debora;F;V;06/08/1974;1615000;Heredia;Partido Integración Nacional
209630940;Quintana Chavarría, Diego;M;S;15/04/1997;2280000;Guanacaste;Partido Integración Nacional
504530550;Huertas Quirós, Nidia;F;D;07/12/1980;2470000;Heredia;Renovación Costarricense
405050954;Durán Manzanares, Marianela;F;V;02/03/1981;1710000;San José;Acción Ciudadana
407620906;Galan Talavera, Beatriz;F;D;04/03/1974;3040000;Puntarenas;Republicano Social Cristiano
309130886;Sanchez Roldan, Fabiola;F;V;31/03/1985;475000;Guanacaste;Republicano Social Cristiano
305380245;Talavera Jerez, Yehudi;F;U;27/11/1964;2185000;Limón;Acción Ciudadana
705130704;Monestel Nuñez, Jorge;F;S;23/07/1971;665000;Heredia;Liberación Nacional
105800465;Monestel Blanco, Yehudi;F;D;16/11/1982;2945000;Guanacaste;Liberación Nacional
600480173;Infante Sancho, Fernando;M;U;20/06/1982;760000;Heredia;Partido Integración Nacional
604810246;Huertas Quintana, Luis;F;U;05/01/1989;380000;Puntarenas;Movimiento Libertario
708110697;Varela Lara, Braulio;F;S;20/11/1982;190000;Limón;Frente Amplio
209370629;Ramírez Naranjo, Tania;F;S;13/07/1970;1425000;Limón;Acción Ciudadana
405560898;Noguera Valencia, Isaías;F;V;08/11/1963;2945000;Alajuela;Frente Amplio
607210956;Fournier Rivera, Zoe;M;C;04/01/1966;2090000;San José;Acción Ciudadana
307750342;Ramírez Herrera, Úrsula;M;S;31/03/1988;950000;Limón;Accesibilidad sin Exclusión
401880132;Izaguirre Navas, Ignacio;F;S;02/10/1981;1425000;San José;Republicano Social Cristiano
503010060;Acevedo García, Kevin;M;V;27/04/1975;2660000;Alajuela;Republicano Social Cristiano
607100224;Vargas Ureña, Sergio;F;D;29/12/1984;3040000;Alajuela;Unidad Social Cristiana
509680154;Palacios Varela, Jessica;M;C;14/11/1972;1900000;Limón;Acción Ciudadana
503890123;Mendez Rivera, Mario;F;S;26/09/1996;855000;San José;Partido Integración Nacional
706850238;Almengor Infante, Nestor;M;U;27/06/1999;3230000;Heredia;Republicano Social Cristiano
600230592;López Quintana, Elena;M;U;02/10/1963;380000;Heredia;Republicano Social Cristiano
400540437;Zarate Jácamo, Carolina;F;V;14/10/1997;2470000;Cartago;Unidad Social Cristiana
406920456;Saborío Madrigal, Mauricio;F;D;01/03/1988;1995000;Heredia;Frente Amplio
500540797;Trujillo Manzanares, Alfonso;M;U;23/12/1966;665000;Heredia;Frente Amplio
706780898;De la O Mendez, Priscila;F;C;05/03/1977;665000;Limón;Republicano Social Cristiano
109670400;De la O Obregón, Ana;M;D;05/08/1983;1425000;Alajuela;Frente Amplio
703120941;Nuñez Ureña, Tatiana;M;U;03/01/1984;2850000;Guanacaste;Renovación Costarricense
308050544;Ojeda Obregón, Jorge;M;C;17/02/1978;2660000;Limón;Republicano Social Cristiano
404340968;Mendez Zarate, Karla;M;S;07/11/1964;1425000;Alajuela;Partido Integración Nacional
603830031;Bolaños Jiménez, Victor;M;C;25/06/1963;380000;Guanacaste;Liberación Nacional
709730991;Zamora Ballesteros, Nidia;F;V;08/11/1997;2375000;Puntarenas;Partido Integración Nacional
208780079;Blanco Padilla, Efraín;F;D;10/02/1994;1900000;San José;Frente Amplio
400690248;Salas Naranjo, Odir;F;C;07/06/1993;2850000;Cartago;Accesibilidad sin Exclusión
307950544;Zamora Quiroga, Walter;M;U;06/09/1994;380000;Cartago;Movimiento Libertario
604410330;Echandi Valencia, Olga;M;V;03/03/1985;2945000;Limón;Frente Amplio
309580236;Valencia Alvarado, Teodóro;F;S;14/11/1988;0;Puntarenas;Frente Amplio
705590141;Tijerino Madrigal, Úrsula;F;S;13/01/1983;1235000;Alajuela;Liberación Nacional
107670392;Sanchez Vega, Gabriela;F;V;23/12/1961;2185000;Alajuela;Renovación Costarricense
404950333;Huertas Paniagua, Uriel;F;D;26/08/1987;3230000;Cartago;Frente Amplio
409260228;Zarate Saborío, Indira;F;U;04/12/1967;475000;Guanacaste;Acción Ciudadana
704930715;Ulloa Lara, Zulema;F;D;20/08/1989;1045000;Puntarenas;Unidad Social Cristiana
403470760;Abarca Vallejo, Xavier;M;U;17/01/1973;2850000;San José;Movimiento Libertario
500110500;Rivera Abarca, José;F;V;04/10/1985;1330000;Puntarenas;Movimiento Libertario
203470198;Sancho Hernández, Mario;F;C;05/04/1983;1330000;Alajuela;Acción Ciudadana
204750054;Hurtado Sáenz, Elena;M;U;11/10/1991;1045000;Alajuela;Accesibilidad sin Exclusión
701260686;Nuñez Elizondo, Yirlania;F;D;20/06/1976;570000;Guanacaste;Frente Amplio
303490191;Iglesias Padilla, Orlando;M;U;03/08/1966;570000;Limón;Frente Amplio
507550750;Acevedo Paniagua, Fabiola;F;C;29/11/1979;1045000;Limón;Liberación Nacional
601420517;Madrigal Ugalde, Raúl;M;U;29/03/1992;285000;Guanacaste;Accesibilidad sin Exclusión
403000260;Bolaños Almengor, Raúl;M;D;15/09/1985;1900000;Guanacaste;Partido Integración Nacional
508040462;Palacios Jerez, Nazaret;F;U;16/12/1980;285000;Cartago;Liberación Nacional
403910530;Sancho Abarca, José;F;D;22/08/1991;950000;Puntarenas;Acción Ciudadana
603120312;Durán Ballesteros, Diana;M;D;14/07/1987;2375000;San José;Accesibilidad sin Exclusión
706700091;Fournier Noguera, Gerardo;F;S;28/05/1980;285000;Cartago;Republicano Social Cristiano
401780318;González Campos, Wilfrido;F;S;14/09/1994;1995000;Guanacaste;Republicano Social Cristiano
400930063;Torres Salas, Tobías;F;C;02/05/1963;855000;Alajuela;Renovación Costarricense
608020031;De la O Quirós, Joyce;F;C;19/03/1978;285000;San José;Partido Integración Nacional
505520836;Acevedo Abarca, Rocío;M;U;01/04/1992;475000;Alajuela;Movimiento Libertario
704830531;Blanco Ulloa, Giovanna;M;V;26/01/1974;1995000;San José;Accesibilidad sin Exclusión
502560003;Wright Tenorio, Nuria;M;U;24/01/1966;2660000;Guanacaste;Unidad Social Cristiana
703600418;Fournier Jácamo, Pedro;M;S;10/03/1964;2185000;Cartago;Republicano Social Cristiano
104540910;Ugalde Padilla, Cesar;M;U;15/05/1986;0;Puntarenas;Acción Ciudadana
600480284;Navas Sanchez, David;M;V;21/07/1979;285000;Heredia;Partido Integración Nacional
500450070;Durán Hurtado, Carlos;F;D;16/10/1977;1235000;Puntarenas;Accesibilidad sin Exclusión
204890588;Rivera Elizondo, Zaida;F;C;06/11/1974;1520000;Limón;Renovación Costarricense
702690058;Paniagua Wright, Karen;M;C;20/02/1982;1615000;Puntarenas;Partido Integración Nacional
404730225;Monestel Ocampo, Victor;F;U;10/06/1989;1520000;Puntarenas;Liberación Nacional
308480946;Nuñez Fonseca, Ofelia;F;C;13/07/1975;2185000;Alajuela;Liberación Nacional
303570548;Hernández De la O, Hilda;M;V;02/10/1991;1520000;Alajuela;Renovación Costarricense
505350796;Fajardo Campos, Francini;F;S;11/03/1988;1805000;Heredia;Partido Integración Nacional
700550663;Talavera Ugalde, Dunia;M;C;22/12/1964;2090000;San José;Liberación Nacional
206780956;Naranjo Cespedes, Valeria;M;U;08/01/1963;570000;Puntarenas;Frente Amplio
506390493;Echandi Torres, Rocío;F;C;08/07/1992;1805000;Alajuela;Movimiento Libertario
406160641;Ordoñez Esquivel, Valeria;F;V;11/11/1986;3230000;Puntarenas;Acción Ciudadana
609480952;Roldan Abarca, Efraín;M;S;31/07/1962;1900000;Heredia;Renovación Costarricense
502840444;Varela Fernández, Karla;M;D;05/09/1989;1995000;Heredia;Frente Amplio
707000760;González Obregón, Paula;F;V;15/02/1985;1425000;San José;Movimiento Libertario
109700856;López Nuñez, Odir;M;D;08/02/1995;2565000;Puntarenas;Renovación Costarricense
701260311;Lara Galan, Beatriz;M;D;16/08/1979;2945000;Heredia;Unidad Social Cristiana
706230893;Nicolas Ugalde, Ana;M;S;02/10/1975;2755000;San José;Movimiento Libertario
305860553;Cespedes Mendez, Isaías;M;D;14/03/1966;760000;San José;Movimiento Libertario
207330245;Huertas Varela, Melania;M;S;23/08/1996;3230000;Heredia;Liberación Nacional
700040105;Sancho Jerez, Dunia;F;V;29/04/1998;1900000;Cartago;Liberación Nacional
309270045;Ibanez Varela, Odir;M;U;29/08/1998;380000;Cartago;Unidad Social Cristiana
405680827;Duarte Trujillo, Tatiana;M;S;22/09/1989;285000;Cartago;Frente Amplio
602880722;Vargas Palacios, Bruno;M;V;20/02/1975;1615000;Cartago;Renovación Costarricense
601570279;Escalante Huertas, Teodóro;F;C;19/10/1981;1710000;Alajuela;Liberación Nacional
305430187;Ruiz Mendez, Walter;M;D;20/07/1985;570000;Cartago;Unidad Social Cristiana
506920172;Campos Espinoza, Ulises;M;S;22/02/1980;2660000;Puntarenas;Republicano Social Cristiano
105530745;Noguera Durán, Lorenzo;M;D;15/10/1971;1995000;Heredia;Acción Ciudadana
209740142;Navas Zarate, Carmen;F;D;22/03/1984;1900000;Cartago;Renovación Costarricense
603900195;Talavera Noguera, Jessica;M;C;11/11/1981;2850000;Cartago;Acción Ciudadana
106800939;Pacheco De la O, Lorenzo;F;D;08/04/1988;3040000;Heredia;Acción Ciudadana
407490136;Nicolas Espinoza, Orlando;M;V;19/08/1975;2660000;Puntarenas;Movimiento Libertario
508060533;Quirós Monestel, Huberth;M;V;16/09/1971;1520000;Cartago;Frente Amplio
708200568;Jerez Abarca, René;M;S;27/07/1962;95000;Limón;Partido Integración Nacional
606610889;Williams Nicolas, Paula;M;C;15/06/1968;2945000;Heredia;Partido Integración Nacional
205380724;Ocampo Ordoñez, Valeria;F;V;29/06/1986;190000;Guanacaste;Accesibilidad sin Exclusión
506240768;Galan Fonseca, Carolina;F;S;02/10/1968;2185000;Heredia;Accesibilidad sin Exclusión
305260190;Iglesias Redondo, Dunia;M;V;24/12/1965;1235000;Alajuela;Accesibilidad sin Exclusión
607080996;Nicolas Lagos, Osvaldo;M;D;19/09/1970;285000;Guanacaste;Movimiento Libertario
507520979;Talavera Gamboa, Mercedes;F;D;16/03/1996;2850000;Limón;Frente Amplio
707460080;Lara Hernández, Teodóro;F;V;17/02/1986;950000;Guanacaste;Movimiento Libertario
204840408;Jerez Ugarte, Gabriela;M;U;28/01/1995;3230000;Alajuela;Renovación Costarricense
304430938;Ulloa Urbina, Karen;M;S;05/04/1975;2280000;San José;Frente Amplio
706200495;Ramírez Herrera, Yolanda;M;C;02/07/1981;2755000;Guanacaste;Liberación Nacional
204430596;Echandi Quintana, Osvaldo;F;U;18/04/1981;380000;Alajuela;Unidad Social Cristiana
603530816;Espinoza Huertas, Odir;M;V;04/02/1990;2470000;Puntarenas;Liberación Nacional
503730156;Barboza Noguera, Zacarías;F;V;22/05/1980;2185000;Heredia;Renovación Costarricense
202480512;Ureña Sáenz, Dunia;M;C;16/08/1973;2090000;Cartago;Partido Integración Nacional
607190505;Palma Herrera, Wilfrido;M;S;02/10/1976;2090000;Guanacaste;Accesibilidad sin Exclusión
604830689;Hurtado Domingues, Nazaret;F;V;22/03/1972;1805000;Heredia;Partido Integración Nacional
106880678;Quintanilla Padilla, Joyce;F;U;03/06/1971;0;Alajuela;Unidad Social Cristiana
601780729;Domingues Huertas, Tania;F;U;02/08/1997;2090000;Limón;Acción Ciudadana
102830482;Bolaños Ocampo, Teodóro;M;S;04/07/1986;285000;Guanacaste;Renovación Costarricense
704720166;Jerez Tijerino, Walter;M;S;02/11/1985;950000;Heredia;Partido Integración Nacional
405550754;Esquivel García, Beatriz;F;S;16/03/1969;2280000;Puntarenas;Accesibilidad sin Exclusión
306120498;Quintanilla Jaén, Bruno;F;V;27/02/1995;950000;Guanacaste;Renovación Costarricense
707710296;Quiroga Wright, Verónica;M;S;05/02/1992;1520000;Alajuela;Acción Ciudadana
401350998;González Almengor, Mauricio;F;V;06/02/1979;95000;San José;Frente Amplio
602300083;Abarca Jaén, Kenneth;F;U;17/04/1980;380000;Heredia;Frente Amplio
504250403;Ureña Vargas, Melania;F;C;28/02/1991;1140000;Cartago;Unidad Social Cristiana
102510168;Quintana Quintero, Luis;F;D;23/11/1993;1805000;Puntarenas;Liberación Nacional
508560986;González Caballero, Sabrina;M;C;22/10/1998;380000;Cartago;Frente Amplio
305640987;Quintana Mendez, Mario;M;D;26/04/1960;2660000;Heredia;Republicano Social Cristiano
105590692;Quintero Wright, Zoe;F;U;05/07/1967;570000;Alajuela;Accesibilidad sin Exclusión
609690123;Angulo Cubero, Debora;M;S;22/11/1985;1235000;Limón;Frente Amplio
509110022;Madrigal Alvarado, Humberto;F;U;26/10/1991;2090000;Alajuela;Accesibilidad sin Exclusión
309650019;Caballero Wright, Zoe;M;V;16/01/1978;95000;Alajuela;Liberación Nacional
303020095;Ruiz Quintero, Bruno;F;S;30/05/1989;1330000;Cartago;Partido Integración Nacional
101290044;Quintero Rivera, Giovanna;F;V;01/02/1967;1045000;San José;Unidad Social Cristiana
305880666;Juárez Ibarra, Nestor;F;D;24/11/1980;2660000;Limón;Acción Ciudadana
505010299;Barahona Noguera, Zacarías;M;C;20/10/1972;1235000;San José;Liberación Nacional
103170909;Espinoza Nicolas, Tania;F;V;02/07/1968;950000;Limón;Liberación Nacional
706770657;Molina Cubero, Ingrid;M;C;28/04/1980;380000;Alajuela;Unidad Social Cristiana
600410281;Hurtado Labrador, Tobías;F;D;20/02/1974;2280000;Guanacaste;Movimiento Libertario
302710097;Barahona Sáenz, Nazaret;M;V;21/04/1971;2565000;Puntarenas;Partido Integración Nacional
201680180;Jácamo Sanchez, Ofelia;M;D;26/09/1962;855000;Guanacaste;Renovación Costarricense
405730522;Zarate Fajardo, Bruno;F;D;21/06/1974;2945000;Heredia;Liberación Nacional
409160797;Navas Ibarra, Tania;F;V;10/12/1993;190000;San José;Renovación Costarricense
106790243;Sanchez Gaitan, Adriana;F;V;08/02/1982;1140000;Guanacaste;Acción Ciudadana
705580941;Acevedo Juárez, Priscila;F;V;05/06/1974;1995000;Alajuela;Liberación Nacional
103560692;Cespedes Padilla, Cesar;F;C;08/09/1971;2755000;Alajuela;Partido Integración Nacional
107450347;Ugalde Obregón, Grisel;M;C;14/02/1994;3230000;San José;Movimiento Libertario
609400313;Ugalde Fonseca, Pablo;F;V;31/01/1961;380000;Guanacaste;Republicano Social Cristiano
307510439;Angulo Molina, Ulises;F;V;05/03/1991;1235000;Alajuela;Liberación Nacional
507030827;Gaitan Caballero, Deisi;M;U;04/04/1967;1995000;San José;Liberación Nacional
700810218;Ochoa Palma, Humberto;F;V;18/10/1965;2185000;Alajuela;Accesibilidad sin Exclusión
104380469;Mendez Paniagua, Norman;F;C;10/04/1997;1900000;San José;Frente Amplio
709160936;Navas Padilla, Arturo;F;U;05/10/1978;1900000;Heredia;Partido Integración Nacional
102940070;Barahona Obregón, Zacarías;M;U;16/08/1980;2470000;Guanacaste;Acción Ciudadana
300110537;Jiménez Hernández, Osvaldo;F;U;18/06/1973;1235000;Heredia;Acción Ciudadana
706220849;Ugalde Hernández, Nidia;F;S;02/10/1973;2755000;Limón;Republicano Social Cristiano
207740276;Blanco Esquivel, Yolanda;F;U;10/06/1974;1900000;Heredia;Movimiento Libertario
300570421;Cubero Alvarado, Ulises;F;C;07/01/1991;2185000;Puntarenas;Republicano Social Cristiano
506620266;Domingues Lamas, Priscila;F;C;17/03/1968;1140000;Limón;Liberación Nacional
507010262;Vargas Lagos, Nuria;M;V;06/10/1977;2185000;Heredia;Acción Ciudadana
100460095;Blanco Gamboa, Mauricio;M;C;22/08/1967;1900000;Alajuela;Liberación Nacional
103000439;Jiménez Tijerino, Karen;F;C;30/04/1992;2755000;Heredia;Movimiento Libertario
708130287;Ruiz Blanco, Beverly;M;U;19/05/1969;1995000;Alajuela;Movimiento Libertario
100710415;Obregón Ordoñez, Carmen;M;D;20/10/1975;2850000;Guanacaste;Frente Amplio
205190677;Esquivel Angulo, Katia;M;U;08/04/1962;1045000;Cartago;Renovación Costarricense
608880823;Vallejo Padilla, Karen;M;S;02/09/1962;3230000;Heredia;Unidad Social Cristiana
208610579;Vargas Williams, Francisco;M;D;11/07/1970;855000;Alajuela;Renovación Costarricense
602740942;Lamas López, Pedro;M;V;07/01/1960;1995000;Cartago;Liberación Nacional
308040264;Vega Ocampo, Mauricio;M;V;29/03/1994;285000;San José;Accesibilidad sin Exclusión
404540270;Roldan Ugarte, Fabiola;F;D;27/11/1978;1615000;San José;Unidad Social Cristiana
301930663;Acevedo Infante, Katia;F;V;02/10/1976;570000;Limón;Movimiento Libertario
603640164;Fernández Ugarte, Yirlania;F;S;25/11/1987;380000;Limón;Unidad Social Cristiana
107050094;Jácamo Ramírez, Ingrid;M;S;06/12/1977;1235000;Limón;Frente Amplio
208220000;Ocampo Fajardo, Rebeca;M;U;30/11/1968;3135000;Limón;Unidad Social Cristiana
101380831;Hidalgo Sanchez, Pedro;F;V;19/01/1987;665000;Guanacaste;Movimiento Libertario
705880308;Rivera Urbina, Wendy;F;V;01/06/1976;950000;Puntarenas;Renovación Costarricense
702790875;Jerez Labrador, Elena;F;V;26/10/1989;1140000;Alajuela;Acción Ciudadana
701240014;Quintanilla De la O, Hellen;M;U;18/02/1986;1615000;Guanacaste;Renovación Costarricense
300700522;Angulo Jácamo, Cesar;F;U;30/05/1976;855000;Alajuela;Republicano Social Cristiano
303140865;Lamas Manzanares, Yolanda;M;V;13/07/1978;3040000;Heredia;Unidad Social Cristiana
106540574;Molina Chavarría, Elena;M;V;16/02/1960;3230000;Guanacaste;Liberación Nacional
104150646;Naranjo Ulloa, Carolina;F;C;19/12/1982;855000;Limón;Republicano Social Cristiano
406860608;Fournier Echandi, Verónica;M;C;08/01/1962;570000;Heredia;Accesibilidad sin Exclusión
206890551;Hurtado Hurtado, Pablo;F;S;19/03/1963;2755000;Limón;Movimiento Libertario
101530905;Noguera Chavarría, William;F;C;22/10/1977;1045000;Heredia;Movimiento Libertario
305580779;De la O Gaitan, Hilda;F;V;25/07/1965;760000;Cartago;Frente Amplio
208010494;Hidalgo Hernández, Deisi;F;D;14/10/1969;2280000;San José;Renovación Costarricense
706170351;Duarte Valencia, Roberto;F;D;04/09/1968;1235000;Cartago;Movimiento Libertario
105200485;Elizondo Hernández, José;F;D;17/07/1983;760000;Heredia;Liberación Nacional
607000750;De la O Salas, Bruno;F;U;05/10/1970;1330000;Alajuela;Liberación Nacional
106180498;Cubero Fournier, Hilda;F;U;28/04/1994;0;Heredia;Movimiento Libertario
104330600;Ocampo Alvarado, Huberth;M;V;10/03/1986;380000;San José;Partido Integración Nacional
606020298;Zamora Acevedo, Katia;M;S;13/10/1981;570000;Guanacaste;Renovación Costarricense
201630227;Madrigal Fajardo, Sandra;F;V;24/12/1977;1615000;San José;Republicano Social Cristiano
505680955;Varela Jerez, Yirlania;M;C;21/11/1994;1710000;San José;Renovación Costarricense
708220459;Fonseca Fonseca, Beverly;M;U;25/03/1960;2565000;Heredia;Liberación Nacional
301820945;Fernández Caballero, José;F;V;08/08/1998;2850000;Limón;Accesibilidad sin Exclusión
105860089;Tijerino Torres, Wenceslao;F;U;26/06/1967;855000;Puntarenas;Frente Amplio
401470061;Cespedes Herrera, Ever;M;S;02/06/1978;2185000;Puntarenas;Partido Integración Nacional
703320342;Caballero Wright, Zaida;F;C;30/10/1999;1140000;Cartago;Acción Ciudadana
401620195;Sanchez Vega, Teresa;F;U;22/07/1961;1520000;Guanacaste;Unidad Social Cristiana
303930881;Herrera Sáenz, Teodóro;M;V;31/12/1991;2945000;Guanacaste;Renovación Costarricense
500630244;Duarte Espinoza, Pedro;M;U;13/07/1989;1235000;Guanacaste;Republicano Social Cristiano
306370592;Williams Tijerino, Gabriela;M;D;13/10/1997;1425000;Guanacaste;Accesibilidad sin Exclusión
406850239;Trujillo Sanchez, Carmen;M;S;19/07/1979;95000;Guanacaste;Liberación Nacional
704280873;Vega Hidalgo, Hilda;M;V;17/02/1966;0;Limón;Renovación Costarricense
709650120;Tijerino Abarca, Lady;F;S;03/09/1995;1425000;Alajuela;Renovación Costarricense
